,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
1542,2021100500100368,2021년 10월 5일 15시,화요일,대구광역시 서구 원대동3가,부상신고사고,0,0,0,1,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,남,66세,부상신고
1543,2021100500100514,2021년 10월 5일 18시,화요일,대구광역시 서구 중리동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,16세,경상
1544,2021100500100560,2021년 10월 5일 19시,화요일,대구광역시 달서구 장기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,68세,상해없음,보행자,여,51세,중상
1545,2021100500100637,2021년 10월 5일 22시,화요일,대구광역시 동구 동호동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,기타불명,보행자,남,48세,중상
1546,2021100500100639,2021년 10월 5일 22시,화요일,대구광역시 수성구 황금동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,38세,부상신고
1547,2021100600100299,2021년 10월 6일 14시,수요일,대구광역시 수성구 범물동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,여,39세,경상
1548,2021100600100302,2021년 10월 6일 14시,수요일,대구광역시 달서구 신당동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,남,27세,중상
1549,2021100600100425,2021년 10월 6일 17시,수요일,대구광역시 중구 동인동3가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,46세,상해없음,보행자,여,13세,경상
1550,2021100600100514,2021년 10월 6일 19시,수요일,대구광역시 동구 신서동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,36세,상해없음,보행자,남,18세,중상
1551,2021100700100025,2021년 10월 7일 05시,목요일,대구광역시 남구 대명동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,보행자,남,23세,경상
1552,2021100700100340,2021년 10월 7일 15시,목요일,대구광역시 수성구 수성동1가,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,82세,부상신고
1553,2021100700100343,2021년 10월 7일 15시,목요일,대구광역시 달서구 신당동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,22세,경상
1554,2021100700100453,2021년 10월 7일 18시,목요일,대구광역시 수성구 범어동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,77세,상해없음,보행자,남,72세,경상
1555,2021100700100561,2021년 10월 7일 21시,목요일,대구광역시 북구 산격동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,개인형이동수단(PM),여,22세,상해없음,보행자,여,25세,중상
1556,2021100700100587,2021년 10월 7일 22시,목요일,대구광역시 중구 계산동2가,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,기타불명,보행자,여,53세,부상신고
1557,2021100800100103,2021년 10월 8일 08시,금요일,대구광역시 달성군 화원읍,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,보행자,여,38세,경상
1558,2021100800100234,2021년 10월 8일 12시,금요일,대구광역시 달서구 본리동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,23세,상해없음,보행자,남,8세,경상
1559,2021100800100316,2021년 10월 8일 14시,금요일,대구광역시 남구 대명동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,기타불명,보행자,여,63세,중상
1560,2021100800100387,2021년 10월 8일 16시,금요일,대구광역시 동구 효목동,중상사고,0,1,0,0,차대사람 - 기타,과속,포장 - 건조,맑음,단일로 - 기타,승합,남,56세,상해없음,보행자,남,54세,중상
1561,2021100800100650,2021년 10월 8일 21시,금요일,대구광역시 수성구 상동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,48세,경상
1562,2021100900100049,2021년 10월 9일 07시,토요일,대구광역시 중구 달성동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,59세,상해없음,보행자,여,68세,중상
1563,2021100900100097,2021년 10월 9일 10시,토요일,대구광역시 수성구 범어동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,기타불명,보행자,여,70세,경상
1564,2021100900100454,2021년 10월 9일 19시,토요일,대구광역시 달서구 용산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,59세,상해없음,보행자,남,39세,경상
1565,2021100900100551,2021년 10월 9일 22시,토요일,대구광역시 수성구 노변동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,20세,중상
1566,2021101000100151,2021년 10월 10일 12시,일요일,대구광역시 동구 신천동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,여,79세,중상
1567,2021101000100289,2021년 10월 10일 16시,일요일,대구광역시 수성구 두산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,26세,상해없음,보행자,여,29세,중상
1568,2021101000100290,2021년 10월 10일 16시,일요일,대구광역시 중구 공평동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,18세,상해없음,보행자,남,27세,경상
1569,2021101000100332,2021년 10월 10일 17시,일요일,대구광역시 달서구 두류동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,보행자,남,22세,경상
1570,2021101100100082,2021년 10월 11일 09시,월요일,대구광역시 동구 효목동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,76세,상해없음,보행자,남,44세,중상
1571,2021101100100084,2021년 10월 11일 09시,월요일,대구광역시 달성군 옥포읍,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,80세,상해없음,보행자,여,79세,중상
1572,2021101100100305,2021년 10월 11일 16시,월요일,대구광역시 달서구 죽전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,주차장 - 주차장,승용,남,61세,상해없음,보행자,남,42세,중상
1573,2021101100100391,2021년 10월 11일 18시,월요일,대구광역시 동구 신암동,중상사고,0,1,0,0,차대사람 - 횡단중,중앙선침범,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,68세,기타불명,보행자,여,58세,중상
1574,2021101100100395,2021년 10월 11일 18시,월요일,대구광역시 서구 평리동,중상사고,0,2,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,62세,상해없음,보행자,남,52세,중상
1575,2021101100100439,2021년 10월 11일 19시,월요일,대구광역시 수성구 지산동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,76세,상해없음,보행자,남,25세,경상
1576,2021101100100475,2021년 10월 11일 20시,월요일,대구광역시 북구 노원동1가,사망사고,1,0,0,0,차대사람 - 횡단중,과속,포장 - 젖음/습기,비,단일로 - 기타,승용,남,37세,상해없음,보행자,남,68세,사망
1577,2021101100100502,2021년 10월 11일 21시,월요일,대구광역시 서구 내당동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,단일로 - 기타,이륜,남,21세,상해없음,보행자,남,62세,중상
1578,2021101100100546,2021년 10월 11일 23시,월요일,대구광역시 중구 남산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,40세,상해없음,보행자,남,26세,경상
1579,2021101200100181,2021년 10월 12일 10시,화요일,대구광역시 북구 침산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,58세,상해없음,보행자,남,87세,중상
1580,2021101200100517,2021년 10월 12일 20시,화요일,대구광역시 동구 효목동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,45세,상해없음,보행자,여,59세,경상
1581,2021101200100518,2021년 10월 12일 20시,화요일,대구광역시 수성구 두산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,57세,상해없음,보행자,여,33세,경상
1582,2021101200100543,2021년 10월 12일 21시,화요일,대구광역시 수성구 지산동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 젖음/습기,비,단일로 - 기타,화물,남,58세,상해없음,보행자,여,65세,경상
1583,2021101200100544,2021년 10월 12일 21시,화요일,대구광역시 달성군 옥포읍,중상사고,0,1,0,0,차대사람 - 보도통행중,신호위반,포장 - 젖음/습기,흐림,교차로 - 교차로안,이륜,남,28세,기타불명,보행자,남,42세,중상
1584,2021101200100572,2021년 10월 12일 22시,화요일,대구광역시 남구 대명동,경상사고,0,0,2,0,차대사람 - 보도통행중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,35세,상해없음,보행자,남,21세,경상
1585,2021101200100576,2021년 10월 12일 22시,화요일,대구광역시 달서구 두류동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,22세,상해없음,보행자,여,39세,중상
1586,2021101300100022,2021년 10월 13일 05시,수요일,대구광역시 동구 효목동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,보행자,남,69세,중상
1587,2021101300100135,2021년 10월 13일 09시,수요일,대구광역시 수성구 범어동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,보행자,여,72세,중상
1588,2021101300100137,2021년 10월 13일 09시,수요일,대구광역시 북구 태전동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,화물,남,51세,기타불명,보행자,남,25세,부상신고
1589,2021101300100378,2021년 10월 13일 16시,수요일,대구광역시 동구 효목동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,보행자,여,84세,경상
1590,2021101300100379,2021년 10월 13일 16시,수요일,대구광역시 수성구 상동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,보행자,남,15세,경상
1591,2021101300100426,2021년 10월 13일 17시,수요일,대구광역시 달서구 유천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,24세,기타불명,보행자,남,7세,경상
1592,2021101300100557,2021년 10월 13일 20시,수요일,대구광역시 달서구 두류동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,51세,중상
1593,2021101400100009,2021년 10월 14일 00시,목요일,대구광역시 달성군 화원읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,50세,상해없음,보행자,여,64세,중상
1594,2021101400100038,2021년 10월 14일 05시,목요일,대구광역시 중구 남일동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,63세,상해없음,보행자,남,81세,중상
1595,2021101400100079,2021년 10월 14일 07시,목요일,대구광역시 달서구 성당동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,여,16세,경상
1596,2021101400100124,2021년 10월 14일 08시,목요일,대구광역시 달서구 이곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,41세,경상
1597,2021101400100196,2021년 10월 14일 10시,목요일,대구광역시 수성구 시지동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,47세,상해없음,보행자,여,78세,경상
1598,2021101400100233,2021년 10월 14일 11시,목요일,대구광역시 동구 지저동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,여,79세,상해없음,보행자,여,80세,부상신고
1599,2021101400100348,2021년 10월 14일 14시,목요일,대구광역시 북구 읍내동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,42세,상해없음,보행자,여,58세,경상
1600,2021101400100409,2021년 10월 14일 16시,목요일,대구광역시 수성구 범어동,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,포장 - 건조,맑음,단일로 - 기타,이륜,남,30세,상해없음,보행자,남,13세,경상
1601,2021101400100461,2021년 10월 14일 17시,목요일,대구광역시 달성군 유가읍,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,여,51세,경상
1602,2021101400100462,2021년 10월 14일 17시,목요일,대구광역시 북구 침산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,44세,상해없음,보행자,여,50세,경상
1603,2021101400100520,2021년 10월 14일 18시,목요일,대구광역시 달서구 두류동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,이륜,남,70세,경상,보행자,여,80세,경상
1604,2021101500100139,2021년 10월 15일 09시,금요일,대구광역시 달서구 상인동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,상해없음,보행자,여,28세,경상
1605,2021101500100140,2021년 10월 15일 09시,금요일,대구광역시 달서구 죽전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,66세,상해없음,보행자,여,71세,중상
1606,2021101500100141,2021년 10월 15일 09시,금요일,대구광역시 북구 동천동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,이륜,남,25세,상해없음,보행자,남,23세,중상
1607,2021101500100179,2021년 10월 15일 10시,금요일,대구광역시 북구 산격동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,77세,상해없음,보행자,여,61세,경상
1608,2021101500100259,2021년 10월 15일 12시,금요일,대구광역시 달서구 신당동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,흐림,단일로 - 기타,이륜,남,26세,상해없음,보행자,남,48세,경상
1609,2021101500100350,2021년 10월 15일 15시,금요일,대구광역시 달서구 월성동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,교차로 - 교차로횡단보도내,승용,여,65세,상해없음,보행자,남,56세,경상
1610,2021101500100388,2021년 10월 15일 16시,금요일,대구광역시 달서구 신당동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,55세,상해없음,보행자,남,22세,경상
1611,2021101500100490,2021년 10월 15일 18시,금요일,대구광역시 달서구 대곡동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,44세,상해없음,보행자,남,45세,경상
1612,2021101500100493,2021년 10월 15일 18시,금요일,대구광역시 중구 남일동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,58세,상해없음,보행자,남,83세,중상
1613,2021101500100541,2021년 10월 15일 19시,금요일,대구광역시 달서구 죽전동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,기타 - 기타,승용,남,51세,상해없음,보행자,여,26세,경상
1614,2021101500100613,2021년 10월 15일 21시,금요일,대구광역시 수성구 범어동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,62세,상해없음,보행자,남,26세,경상
1615,2021101500100650,2021년 10월 15일 22시,금요일,대구광역시 북구 관음동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,49세,기타불명,보행자,남,56세,중상
1616,2021101500100651,2021년 10월 15일 22시,금요일,대구광역시 북구 동천동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,48세,상해없음,보행자,남,19세,중상
1617,2021101600100019,2021년 10월 16일 00시,토요일,대구광역시 북구 산격동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,단일로 - 기타,이륜,남,19세,상해없음,보행자,여,26세,경상
1618,2021101600100043,2021년 10월 16일 04시,토요일,대구광역시 북구 복현동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,24세,상해없음,보행자,여,89세,중상
1619,2021101600100095,2021년 10월 16일 08시,토요일,대구광역시 달서구 갈산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,49세,상해없음,보행자,여,64세,중상
1620,2021101600100368,2021년 10월 16일 17시,토요일,대구광역시 남구 대명동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,기타 - 기타,화물,남,43세,상해없음,보행자,여,18세,경상
1621,2021101700100071,2021년 10월 17일 09시,일요일,대구광역시 북구 산격동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,72세,상해없음,보행자,여,51세,중상
1622,2021101700100337,2021년 10월 17일 18시,일요일,대구광역시 중구 동성로3가,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,29세,기타불명,보행자,남,22세,경상
1623,2021101800100074,2021년 10월 18일 07시,월요일,대구광역시 달서구 대곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,22세,중상
1624,2021101800100075,2021년 10월 18일 07시,월요일,대구광역시 북구 산격동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,보행자,여,31세,경상
1625,2021101800100130,2021년 10월 18일 08시,월요일,대구광역시 달성군 다사읍,부상신고사고,0,0,0,1,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,기타불명,미분류,기타불명,보행자,남,7세,부상신고
1626,2021101800100208,2021년 10월 18일 10시,월요일,대구광역시 동구 신천동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,61세,상해없음,보행자,남,48세,경상
1627,2021101800100278,2021년 10월 18일 12시,월요일,대구광역시 남구 대명동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,74세,상해없음,보행자,남,19세,경상
1628,2021101800100281,2021년 10월 18일 12시,월요일,대구광역시 달서구 죽전동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,30세,상해없음,보행자,남,53세,경상
1629,2021101800100312,2021년 10월 18일 13시,월요일,대구광역시 동구 동호동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,49세,상해없음,보행자,남,48세,경상
1630,2021101800100313,2021년 10월 18일 13시,월요일,대구광역시 동구 서호동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,8세,부상신고
1631,2021101800100423,2021년 10월 18일 16시,월요일,대구광역시 수성구 지산동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,69세,상해없음,보행자,여,67세,중상
1632,2021101900100263,2021년 10월 19일 14시,화요일,대구광역시 중구 동성로3가,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,50세,상해없음,보행자,남,21세,중상
1633,2021101900100293,2021년 10월 19일 15시,화요일,대구광역시 수성구 범어동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,8세,경상
1634,2021101900100441,2021년 10월 19일 18시,화요일,대구광역시 수성구 범어동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,남,21세,경상
1635,2021101900100573,2021년 10월 19일 22시,화요일,대구광역시 달서구 성당동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,보행자,여,57세,중상
1636,2021102000100223,2021년 10월 20일 12시,수요일,대구광역시 달서구 송현동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,여,70세,중상
1637,2021102000100264,2021년 10월 20일 13시,수요일,대구광역시 수성구 지산동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,59세,중상
1638,2021102000100386,2021년 10월 20일 16시,수요일,대구광역시 북구 복현동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,기타불명,보행자,여,24세,경상
1639,2021102000100491,2021년 10월 20일 18시,수요일,대구광역시 북구 태전동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,44세,상해없음,보행자,여,67세,경상
1640,2021102000100599,2021년 10월 20일 21시,수요일,대구광역시 수성구 만촌동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,39세,중상
1641,2021102000100630,2021년 10월 20일 22시,수요일,대구광역시 중구 삼덕동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,20세,경상
1642,2021102100100123,2021년 10월 21일 09시,목요일,대구광역시 동구 방촌동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,58세,상해없음,보행자,남,44세,중상
1643,2021102100100218,2021년 10월 21일 12시,목요일,대구광역시 남구 봉덕동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,81세,중상
1644,2021102100100251,2021년 10월 21일 13시,목요일,대구광역시 북구 태전동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,남,11세,중상
1645,2021102100100464,2021년 10월 21일 18시,목요일,대구광역시 달서구 진천동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,51세,상해없음,보행자,여,52세,경상
1646,2021102100100516,2021년 10월 21일 19시,목요일,대구광역시 동구 율하동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,남,22세,상해없음,보행자,여,61세,경상
1647,2021102100100572,2021년 10월 21일 21시,목요일,대구광역시 남구 대명동,중상사고,0,1,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,52세,부상신고,보행자,여,28세,중상
1648,2021102100100573,2021년 10월 21일 21시,목요일,대구광역시 동구 신천동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,남,22세,경상
1649,2021102100100574,2021년 10월 21일 21시,목요일,대구광역시 수성구 사월동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,55세,경상
1650,2021102100100632,2021년 10월 21일 23시,목요일,대구광역시 북구 산격동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,보행자,남,55세,중상
1651,2021102200100015,2021년 10월 22일 01시,금요일,대구광역시 수성구 만촌동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,17세,상해없음,보행자,남,68세,부상신고
1652,2021102200100188,2021년 10월 22일 10시,금요일,대구광역시 수성구 범물동,부상신고사고,0,0,0,1,차대사람 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,여,62세,부상신고,보행자,남,83세,상해없음
1653,2021102200100433,2021년 10월 22일 16시,금요일,대구광역시 동구 방촌동,중상사고,0,1,0,0,차대사람 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,48세,상해없음,보행자,여,11세,중상
1654,2021102200100488,2021년 10월 22일 17시,금요일,대구광역시 수성구 지산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,보행자,남,10세,경상
