,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
1515,2019010100100168,2019년 1월 1일 12시,화요일,대전광역시 동구 가오동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,44세,상해없음,보행자,여,58세,중상
1516,2019010100100298,2019년 1월 1일 19시,화요일,대전광역시 서구 둔산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,남,86세,사망
1517,2019010100100318,2019년 1월 1일 20시,화요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,59세,중상
1518,2019010200100076,2019년 1월 2일 06시,수요일,대전광역시 대덕구 송촌동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,보행자,남,80세,중상
1519,2019010200100293,2019년 1월 2일 15시,수요일,대전광역시 동구 중동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,남,80세,중상
1520,2019010200100418,2019년 1월 2일 18시,수요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,보행자,남,51세,중상
1521,2019010200100447,2019년 1월 2일 19시,수요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,보행자,남,70세,경상
1522,2019010200100510,2019년 1월 2일 22시,수요일,대전광역시 동구 가양동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,51세,부상신고
1523,2019010300100149,2019년 1월 3일 09시,목요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,39세,상해없음,보행자,여,20세,경상
1524,2019010400100075,2019년 1월 4일 06시,금요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,26세,기타불명,보행자,남,20세,경상
1525,2019010400100127,2019년 1월 4일 08시,금요일,대전광역시 중구 선화동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,보행자,여,15세,중상
1526,2019010400100150,2019년 1월 4일 09시,금요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,여,54세,중상
1527,2019010400100290,2019년 1월 4일 15시,금요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,남,51세,경상
1528,2019010400100341,2019년 1월 4일 17시,금요일,대전광역시 중구 산성동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,원동기,남,53세,상해없음,보행자,여,81세,중상
1529,2019010400100342,2019년 1월 4일 17시,금요일,대전광역시 유성구 장대동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,50세,부상신고
1530,2019010500100050,2019년 1월 5일 01시,토요일,대전광역시 중구 오류동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,48세,경상
1531,2019010500100116,2019년 1월 5일 06시,토요일,대전광역시 동구 성남동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,보행자,남,64세,경상
1532,2019010500100415,2019년 1월 5일 18시,토요일,대전광역시 대덕구 오정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,기타,교차로 - 교차로횡단보도내,화물,남,52세,상해없음,보행자,여,77세,경상
1533,2019010500100465,2019년 1월 5일 20시,토요일,대전광역시 중구 선화동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,52세,경상
1534,2019010600100162,2019년 1월 6일 12시,일요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,36세,상해없음,보행자,여,64세,중상
1535,2019010700100268,2019년 1월 7일 13시,월요일,대전광역시 유성구 교촌동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,39세,상해없음,보행자,여,63세,경상
1536,2019010700100421,2019년 1월 7일 18시,월요일,대전광역시 중구 문화동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,보행자,남,64세,사망
1537,2019010700100422,2019년 1월 7일 18시,월요일,대전광역시 동구 성남동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,보행자,남,44세,경상
1538,2019010700100459,2019년 1월 7일 19시,월요일,대전광역시 서구 용문동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,56세,상해없음,보행자,여,51세,중상
1539,2019010700100460,2019년 1월 7일 19시,월요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,기타 - 기타,승합,남,52세,상해없음,보행자,여,24세,경상
1540,2019010800100080,2019년 1월 8일 06시,화요일,대전광역시 중구 중촌동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,보행자,여,56세,중상
1541,2019010800100272,2019년 1월 8일 13시,화요일,대전광역시 동구 정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,60세,상해없음,보행자,남,64세,경상
1542,2019010800100328,2019년 1월 8일 15시,화요일,대전광역시 서구 가장동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,여,58세,중상
1543,2019010800100329,2019년 1월 8일 15시,화요일,대전광역시 대덕구 신대동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,56세,상해없음,보행자,남,62세,경상
1544,2019010800100433,2019년 1월 8일 18시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,79세,상해없음,보행자,여,51세,중상
1545,2019010800100434,2019년 1월 8일 18시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,40세,상해없음,보행자,남,33세,중상
1546,2019010800100468,2019년 1월 8일 19시,화요일,대전광역시 중구 대사동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,54세,중상
1547,2019010800100541,2019년 1월 8일 22시,화요일,대전광역시 유성구 관평동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,36세,상해없음,보행자,남,32세,중상
1548,2019010800100559,2019년 1월 8일 23시,화요일,대전광역시 동구 인동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,보행자,남,50세,경상
1549,2019010900100167,2019년 1월 9일 10시,수요일,대전광역시 중구 석교동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,보행자,남,87세,중상
1550,2019010900100200,2019년 1월 9일 11시,수요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,76세,상해없음,보행자,여,44세,경상
1551,2019010900100250,2019년 1월 9일 13시,수요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,남,53세,경상
1552,2019010900100462,2019년 1월 9일 19시,수요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,65세,상해없음,보행자,남,41세,중상
1553,2019010900100463,2019년 1월 9일 19시,수요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,36세,상해없음,보행자,여,59세,경상
1554,2019011000100029,2019년 1월 10일 00시,목요일,대전광역시 대덕구 송촌동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,51세,경상
1555,2019011000100061,2019년 1월 10일 05시,목요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,기타불명,보행자,남,26세,경상
1556,2019011000100097,2019년 1월 10일 07시,목요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,보행자,여,75세,경상
1557,2019011000100261,2019년 1월 10일 14시,목요일,대전광역시 동구 중동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,75세,상해없음,보행자,남,79세,중상
1558,2019011000100327,2019년 1월 10일 16시,목요일,대전광역시 유성구 노은동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,남,10세,중상
1559,2019011000100413,2019년 1월 10일 18시,목요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,24세,상해없음,보행자,남,17세,경상
1560,2019011100100184,2019년 1월 11일 09시,금요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,여,64세,중상
1561,2019011100100355,2019년 1월 11일 15시,금요일,대전광역시 중구 문창동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,남,40세,경상
1562,2019011100100414,2019년 1월 11일 17시,금요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,72세,상해없음,보행자,남,8세,중상
1563,2019011200100313,2019년 1월 12일 14시,토요일,대전광역시 서구 용문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,66세,중상
1564,2019011200100428,2019년 1월 12일 18시,토요일,대전광역시 중구 오류동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,69세,중상
1565,2019011200100430,2019년 1월 12일 18시,토요일,대전광역시 서구 관저동,중상사고,0,2,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,보행자,여,49세,중상
1566,2019011200100453,2019년 1월 12일 19시,토요일,대전광역시 중구 선화동,중상사고,0,1,0,0,차대사람 - 횡단중,과속,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,남,74세,중상
1567,2019011200100559,2019년 1월 12일 23시,토요일,대전광역시 서구 만년동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,여,27세,중상
1568,2019011300100315,2019년 1월 13일 18시,일요일,대전광역시 중구 태평동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,63세,중상
1569,2019011300100408,2019년 1월 13일 23시,일요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,보행자,남,19세,경상
1570,2019011400100034,2019년 1월 14일 00시,월요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,남,34세,중상
1571,2019011400100162,2019년 1월 14일 08시,월요일,대전광역시 동구 성남동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,보행자,여,74세,중상
1572,2019011400100196,2019년 1월 14일 09시,월요일,대전광역시 동구 삼성동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,64세,상해없음,보행자,여,48세,중상
1573,2019011400100417,2019년 1월 14일 17시,월요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,81세,상해없음,보행자,남,11세,경상
1574,2019011400100466,2019년 1월 14일 18시,월요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,여,61세,경상
1575,2019011400100467,2019년 1월 14일 18시,월요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,39세,상해없음,보행자,남,77세,중상
1576,2019011400100492,2019년 1월 14일 19시,월요일,대전광역시 유성구 신성동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,여,52세,중상
1577,2019011500100039,2019년 1월 15일 02시,화요일,대전광역시 동구 자양동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,23세,상해없음,보행자,남,32세,경상
1578,2019011500100099,2019년 1월 15일 07시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,여,59세,중상
1579,2019011500100124,2019년 1월 15일 08시,화요일,대전광역시 대덕구 송촌동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,51세,상해없음,보행자,여,11세,경상
1580,2019011500100201,2019년 1월 15일 11시,화요일,대전광역시 대덕구 비래동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,50세,상해없음,보행자,여,68세,경상
1581,2019011500100352,2019년 1월 15일 17시,화요일,대전광역시 대덕구 덕암동,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,포장 - 건조,기타,교차로 - 교차로횡단보도내,승용,여,48세,상해없음,보행자,남,8세,부상신고
1582,2019011500100353,2019년 1월 15일 17시,화요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,25세,상해없음,보행자,남,23세,경상
1583,2019011500100410,2019년 1월 15일 18시,화요일,대전광역시 동구 낭월동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,보행자,여,63세,경상
1584,2019011600100225,2019년 1월 16일 12시,수요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,27세,상해없음,보행자,여,15세,경상
1585,2019011600100226,2019년 1월 16일 12시,수요일,대전광역시 유성구 원내동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,38세,상해없음,보행자,여,59세,경상
1586,2019011600100281,2019년 1월 16일 14시,수요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,53세,상해없음,보행자,남,19세,경상
1587,2019011600100351,2019년 1월 16일 16시,수요일,대전광역시 유성구 장대동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,66세,중상
1588,2019011600100569,2019년 1월 16일 22시,수요일,대전광역시 중구 용두동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,70세,중상
1589,2019011700100036,2019년 1월 17일 00시,목요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,보행자,남,44세,중상
1590,2019011700100103,2019년 1월 17일 07시,목요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,14세,중상
1591,2019011700100374,2019년 1월 17일 16시,목요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,62세,상해없음,보행자,여,57세,경상
1592,2019011700100460,2019년 1월 17일 18시,목요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,여,30세,경상
1593,2019011700100496,2019년 1월 17일 19시,목요일,대전광역시 동구 신흥동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,33세,상해없음,보행자,남,71세,중상
1594,2019011700100516,2019년 1월 17일 20시,목요일,대전광역시 대덕구 법동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,56세,상해없음,보행자,남,47세,경상
1595,2019011800100079,2019년 1월 18일 06시,금요일,대전광역시 중구 태평동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,보행자,여,70세,중상
1596,2019011800100080,2019년 1월 18일 06시,금요일,대전광역시 대덕구 신일동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,46세,기타불명,보행자,남,25세,중상
1597,2019011800100164,2019년 1월 18일 09시,금요일,대전광역시 서구 탄방동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,보행자,여,86세,부상신고
1598,2019011800100567,2019년 1월 18일 20시,금요일,대전광역시 대덕구 송촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,남,16세,경상
1599,2019011900100304,2019년 1월 19일 15시,토요일,대전광역시 중구 은행동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,기타불명,남,34세,기타불명,보행자,여,27세,중상
1600,2019011900100445,2019년 1월 19일 20시,토요일,대전광역시 서구 도마동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,66세,상해없음,보행자,남,55세,중상
1601,2019012000100072,2019년 1월 20일 02시,일요일,대전광역시 유성구 반석동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,15세,경상
1602,2019012000100113,2019년 1월 20일 06시,일요일,대전광역시 중구 문창동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,72세,중상
1603,2019012000100146,2019년 1월 20일 09시,일요일,대전광역시 동구 용운동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,여,76세,중상
1604,2019012000100357,2019년 1월 20일 18시,일요일,대전광역시 동구 정동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,62세,상해없음,보행자,여,14세,경상
1605,2019012000100453,2019년 1월 20일 22시,일요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,보행자,여,43세,중상
1606,2019012100100116,2019년 1월 21일 08시,월요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,63세,상해없음,보행자,여,35세,경상
1607,2019012100100117,2019년 1월 21일 08시,월요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,62세,상해없음,보행자,여,22세,경상
1608,2019012100100154,2019년 1월 21일 09시,월요일,대전광역시 유성구 구암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,보행자,여,47세,중상
1609,2019012100100186,2019년 1월 21일 10시,월요일,대전광역시 중구 선화동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,보행자,남,56세,중상
1610,2019012100100187,2019년 1월 21일 10시,월요일,대전광역시 중구 중촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,남,53세,상해없음,보행자,여,33세,경상
1611,2019012200100109,2019년 1월 22일 06시,화요일,대전광역시 대덕구 목상동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,여,42세,중상
1612,2019012200100179,2019년 1월 22일 08시,화요일,대전광역시 동구 중동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,여,63세,경상
1613,2019012200100293,2019년 1월 22일 12시,화요일,대전광역시 동구 신안동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승합,남,43세,상해없음,보행자,남,66세,경상
1614,2019012200100429,2019년 1월 22일 17시,화요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,64세,상해없음,보행자,남,25세,경상
1615,2019012300100032,2019년 1월 23일 00시,수요일,대전광역시 대덕구 덕암동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,54세,상해없음,보행자,남,27세,경상
1616,2019012300100293,2019년 1월 23일 13시,수요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,66세,중상
1617,2019012300100480,2019년 1월 23일 19시,수요일,대전광역시 서구 도안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,보행자,여,45세,경상
1618,2019012300100536,2019년 1월 23일 21시,수요일,대전광역시 유성구 전민동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,남,47세,경상
1619,2019012400100140,2019년 1월 24일 08시,목요일,대전광역시 중구 대사동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,34세,경상
1620,2019012400100248,2019년 1월 24일 12시,목요일,대전광역시 중구 유천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,84세,기타불명,보행자,남,86세,경상
1621,2019012400100277,2019년 1월 24일 13시,목요일,대전광역시 유성구 장대동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,68세,중상
1622,2019012400100523,2019년 1월 24일 20시,목요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,21세,상해없음,보행자,남,52세,경상
1623,2019012400100551,2019년 1월 24일 21시,목요일,대전광역시 대덕구 읍내동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,65세,사망
1624,2019012500100128,2019년 1월 25일 08시,금요일,대전광역시 유성구 봉명동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,27세,중상
1625,2019012500100208,2019년 1월 25일 11시,금요일,대전광역시 동구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,64세,상해없음,보행자,남,46세,경상
1626,2019012500100607,2019년 1월 25일 22시,금요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,21세,경상
1627,2019012600100146,2019년 1월 26일 09시,토요일,대전광역시 중구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,보행자,남,52세,중상
1628,2019012600100236,2019년 1월 26일 12시,토요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,57세,기타불명,보행자,여,30세,경상
